Account and plan management,How to use the service,"With our service, all you need to focus on is creating quality content for your followers, and we will handle the rest.
,Growth strategy,"Once you sign up, you'll be asked to complete a brief onboarding form that takes about 5 minutes. In this form, you'll need to provide your Instagram login details and share information about your account and target audience. This helps us understand who you'd like to target and any specific preferences you might have.","Our service is designed to work for a wide range of niches and accounts, including artists. We have successfully worked with many artists from around the world to help them grow their Instagram presence.","When you fill out your growth strategy, please make sure to include the specific locations you want us to target in the ""locations"" field. It can be a city, state, or even an entire country. We will then focus on finding and engaging with the audience from your preferred location.","I often describe Ascend Viral as gasoline, where your content and targeting preferences act as the fire. We can only enhance your growth if your content and targeting are already effective.","To make the update, you can send a message to your assistant through the messaging section of our platform. They will assist you in making the necessary changes, or you can edit your growth strategy in the settings section to enter the correct information.","To fill out a new growth strategy form, please visit

https://assistant.ascendviral.com/onboarding", ,,,,,,,,,,,,,,,,,
,Other growth methods / fake followers,"Unlike growth methods such as giveaways or buying followers, Ascend Viral excels in follower retention. Our methods focus on gaining real and active followers who genuinely like your content, leading to better long-term engagement and retention.","The follow actions we perform offer better return on investments (ROIs) and are highly effective when targeted towards the right audience for your account. This can help generate meaningful traffic, momentum, and sales.","In some cases, individuals may not experience the anticipated growth with our service due to previous activity on their account, such as buying fake followers. Instagram often removes these fake followers, which can lead to a decrease in the overall follower count. However, we can still help you gain real, engaging followers during that period, even if the net result may appear as a slight decrease.","Mass likes is generally not a good strategy for several reasons, including the risk of attracting bot followers and low-quality giveaway followers.","It's important to note that using multiple growth services simultaneously can lead to account closure, so it's recommended to stick with one service at a time.","We make use of the maximum capacity of your account, running your growth from a dedicated device. Our growth experts push your account to its limits in terms of interactions to achieve the best results.","It is generally not recommended to use any kind of automation in conjunction with our service. Previous automation practices, such as auto-liking, can potentially hinder your results due to increased restrictions from Instagram.",Deleting a large number of followers in bulk is not recommended as it can be seen as suspicious by Instagram and may result in actions against your account. We advise against deleting more than 30-50 followers per day to avoid potential consequences.,"The good news is that Instagram takes regular actions to remove bots from the platform. Over time, these ghost followers will likely be identified and removed from your account by Instagram's automated systems.", ,,,,,,,,,,,,,,
Content creation and strategy,Creating posts and content,"If you opt for the turbo plan, we can provide additional assistance with your content strategy and offer advice to help accelerate your account's growth. However, please note that we do not post or schedule content on your behalf.","Yes, we can provide recommendations and advice, but we do not post or schedule content for you.","Regarding content, I want to emphasize the importance of consistency. Regularly posting high-quality content is crucial to achieving desirable results","Here’s the revised version:  

To begin our service, we require a minimum of **9 high-quality posts** on your profile. Along with this, having a well-crafted bio and a good profile picture is essential to maximize your growth potential. Please note that newer accounts may take longer to achieve noticeable growth results, but meeting these requirements ensures the best possible start.","What specifically are you finding challenging when it comes to content creation?

1. Difficulty generating ideas

2. Insufficient engagement on your posts

3. Uncertainty about which captions and hashtags to use

4. Limited time available for content creation

If you're facing any of these challenges, our Turbo plan can be beneficial for you. We can provide guidance on finding compelling content ideas, help you decide between multiple ideas, offer strategies to increase engagement, and assist with crafting captivating captions and selecting relevant hashtags. However, it's important to note that you will still be responsible for actually creating the content yourself.","You will still be responsible for creating and posting high-quality content. With the turbo plan, we can also assist you with your content strategy and provide additional advice to help accelerate your account growth.","There are other services available, such as Fiverr, that can assist with creating posts while you utilize Ascend Viral for growth. Some of our customers opt for this approach, so it could be a possibility for you as well.","I suggest opting for the Turbo package, as our service depends on your personal follow-back ratio. This ratio improves with high-quality content and precise targeting, which your dedicated growth assistant will handle for you.",We recommend posting a minimum of three times a week to maintain an active presence on Instagram.,"As long as the content aligns with your brand, is relevant to your niche, and generates decent engagement, you should post it as often as possible.","A viral reel refers to any content that significantly expands your reach beyond your current audience. For example, if you have 1,000 followers and a reel that receives 5,000 views and 500 likes, it can be considered ""viral."" While it may not make you instantly famous, it signifies that people who typically do not see or engage with your content are now doing so.", ,,,,,,,,,,,,
,Past growth services (to be removed),,,,,,,,,,,,,,,,,,,,,,,,
,Using hashtags and other tactics to improve growth. (Likes or comments),"The follow actions we perform offer better return on investments (ROIs) and are highly effective when targeted towards the right audience for your account. This can help generate meaningful traffic, momentum, and sales.","No, we do not perform any likes or comments on your behalf. This is because these actions do not provide a good return on investment (ROI) and are often prone to frequent action blocks. Additionally, comments need to be highly personalized in order to be effective.Instead, our main focus is on follow actions, which have better ROI and are highly effective when targeted towards the right audience for your account. By engaging with the right audience through follows, we can help you generate meaningful traffic, momentum, and potential sales.","Hashtags play a significant role. Conduct thorough hashtag research and identify smaller hashtags that align with your content. Analyze popular posts within those hashtags, considering factors such as likes, comments, and content type. Aim to use a mix of hashtags:               
- 10 hashtags with an average post likes smaller than your average (easier to rank)
- 10 hashtags with an average post likes similar to your average (medium difficulty to rank)
- 10 hashtags with an average post likes slightly higher than your average (challenging to rank but will bring more traffic)
Mix and match your hashtags for each post and track when you make it to the top posts to reuse those hashtags in the future.", ,,,,,,,,,,,,,,,,,,,,
Customer support and communication,Thanking customers,Thank you for showing interest in Ascend Viral!,Thank you for taking the time to explore Ascend Viral!,Thank you for your understanding! I will prioritize sending you an email as soon as possible to address your concerns.,"Perfect! If you need any further assistance, feel free to reach out. Thanks for chatting with us,[client's name]!","Okay, sounds good. Thank you again, [client's name]! We would be delighted to assist you again whenever you need our services. :)",Let me know if there's anything else I can help you with!,Thank you! I appreciate it. :) We are excited to work with you as well. Have a wonderful evening!,Please don't hesitate to reach out if you have any further inquiries or require additional support.,Thanks for trying Ascend Viral. We would love to have you back whenever you decide to return.,Thank you for reaching out.,Thank you for reaching out to us and expressing your interest in Ascend Viral!,"Thank you for providing your feedback. We highly value it, and our team will investigate the matter thoroughly.", ,,,,,,,,,,,
,Buying time (when you can't answer something),"Thanks for your patience! Unfortunately, I don’t have access to this information right now, but I’ll get back to you via email soon :)",Let me double-check this with my manager to ensure I have the correct information. I’ll email you soon with an update!,Thanks for bringing this to my attention! I’ll review it further and email you an update as soon as possible.,I’m currently looking into this for you. I’ll follow up with you via email shortly!,Your isue has been forwarded to the relevant team. I'll get back to you by email once it's fixed!, ,,,,,,,,,,,,,,,,,,
,Apologizing for any issues,"I apologize, but it seems that your current growth assistant is not available online at the moment. I’ve made a note for them to prioritize this as soon as they’re online!","We sincerely apologize for any inconvenience caused by this delay. It is highly unusual for us, and we appreciate your understanding.",Apologies for the delayed response.,Please let us know if there is anything we can do to convince you to stay. We'll be happy to assist you. Your feedback will help us provide better service in the future.,"Our Instagram page is strictly for research purposes. We're not actively growing or posting on it, as our focus is on delivering the best results for our clients.","We apologize once again for any dissatisfaction caused, as this is not the experience we aim to provide to our customers. Your feedback is valuable to us as it helps us improve our services.","Hi there,
Thank you for reaching out to us. I'm sorry to hear that you're disappointed with our service. I understand how frustrating it can be when expectations are not met, and I'd like to assist you in resolving this issue as quickly as possible.

To better understand your specific concerns and gather valuable feedback, could you please provide more details about what happened? Your input will be valuable in improving our service and addressing any issues you encountered.","We apologize to hear that you are considering closing your Ascendviral account. We value your satisfaction and would like to know if there is anything we can do to persuade you to stay. Our team is here to assist you and ensure your experience is positive.
Your feedback is essential to us as it allows us to improve our services in the future.","We sincerely apologize for any inconvenience this may have caused, and we greatly appreciate your patience throughout this process.","I apologize once again for the inconvenience caused. This is not typical of our service, and we are committed to addressing any issues to ensure a positive experience for our customers.","We appreciate your feedback and apologize for falling short of your expectations. Your input is valuable to us, and we will use it to improve our support and services.","Thank you for taking the time to share your experience with us. We strive to deliver exceptional customer support, and we apologize for any shortcomings you encountered. Your feedback will help us enhance our service and ensure better assistance in the future.","We apologize for any inconvenience this may have caused, and we sincerely appreciate your support as a valued member of the Ascend Viral community.", ,,,,,,,,,,
,How to's,"To cancel your subscription, please follow these steps:

1. Go to the Members Area: https://ascendviral.com/members-area/
2. Select ""My Profile Management"".
3. Click ""Membership"" on the left panel.
4. Find and click the ""Cancel"" button on the right.","To download your invoice, please follow these steps:

1.Go to the Members Area: https://ascendviral.com/members-area/
2.Select My Profile Management.
3.On the left panel, click Membership.
4.Choose Payments.
5.Find the invoice you need and click the PDF button on the right to download it.","To update your billing information, please follow these steps:

1. First, access your Members Area by clicking this link: https://ascendviral.com/members-area/
2. Once you're logged in, select ""My Profile Management"" from the main menu.
3. In the left-hand panel, click on ""Membership"", and update your payment details there.","To access your messages and assistant dashboard, follow these steps:

1. Go to the Members Area: https://ascendviral.com/members-area/
2. Click on ""Instagram Growth"".
3. Next, select ""Assistant Dashboard"".
4. From the left-hand panel, click ""Messages"" to view your messages.

If the steps above don’t work, you can directly access your messages here: https://assistant.ascendviral.com/messages","To whitelist an account, please follow these steps:

1. Go to the control panel on the left side of your dashboard screen, or follow this link : https://assistant.ascendviral.com/control
2. Choose the account you want to add white lists to, and click on the bullet list with a green check mark under Whitelist. 
3. Add any account to the white list by typing the username and clicking on the small arrow next to it. 
4.[IMPORTANT] Scroll down and hit ""Update"" to save the changes.","To get your 2FA recovery codes, please follow these steps:

1. Open Instagram app.
2. Go to your profile. And tap on the 'Hamburger icon'.
3. Settings ? Accounts Center ? Password Security ? Two Factor Authentication ? username ? Additional Methods ? Backup Codes.
4. Tap on ""Get New Codes"".", ,,,,,,,,,,,,,,,,,
,Links,https://ascendviral.com/members-area/,https://assistant.ascendviral.com/control,https://assistant.ascendviral.com/onboarding,https://assistant.ascendviral.com/dashboard,https://assistant.ascendviral.com/messages,https://analytics.ascendviral.com/accounts,https://ascendviral.com/start-your-trial/,https://ascendviral.com/start-instantly/,Starter Trial: https://ascendviral.com/start/starter-growth,Turbo Trial: https://ascendviral.com/start/turbo-growth,Starter Subscription : https://ascendviral.com/start/go-starter,Turbo  Subscription: https://ascendviral.com/start/go-turbo, ,,,,,,,,,,,
,Canceling,"To cancel your subscription, please follow these steps:

1. Go to the Members Area: https://ascendviral.com/members-area/
2. Select ""My Profile Management"".
3. Click ""Membership"" on the left panel.
4. Find and click the ""Cancel"" button on the right.",Can you please provide me with the email associated with your Ascend Viral account?,"I have forwarded your request to the assigned team, and we will respond to you within the next 24-48 hours.","Of course! I’ve forwarded your request to the appropriate team, and we’ll notify you via email as soon as your subscription has been canceled.","Please note that your subscription has been canceled, but it will remain active until the expiration date.",We're sorry to hear that you have decided to cancel your Ascend Viral subscription.,We would greatly appreciate it if you could let us know the reason for your cancellation. Your feedback is valuable to us as it helps us improve our services for the future.,"We appreciate your interest in our services. I want to assure you that our services are commitment-free, and we do not require you to sign a contract. You have the freedom to cancel your subscription anytime you wish.","We have processed the cancellation and refund of your subscription. Please note that it may take 5-10 days for the refunded amount to appear on your statement, depending on the processing time of your bank.
We apologize for any inconvenience this may have caused, and we appreciate your support as a valued member of the Ascend Viral community.", ,,,,,,,,,,,,,,
,Refunding or processing chargebacks,"To begin filling out the refund request, can you please provide me with the email you signed up with and the reason for your dissatisfaction?","Your refund request has been forwarded to the relevant team, and we’ll get back to you via email within the next 24-48 hours.",We truly apologize for the inconvenience caused. Would you be open to receiving a free month of service instead of a refund? Please let us know what works best for you!,"Your refund request has been forwarded to the relevant team, and we’ll get back to you via email within the next 24-48 hours. In the meantime, would you like some assistance with how to cancel your subscription?","We are pleased to inform you that a refund has been processed for your account. Please note that the time it takes for the refund to reflect in your bank account may vary and can typically take anywhere from 5 to 10 business days, depending on the processing time of your bank.
We apologize for any inconvenience this may have caused, and we sincerely appreciate your support as a valued member of the Ascend Viral community.",Please note that processing a refund or offering a free month of service will make you ineligible for future refunds or compensations if you choose to stay with our service.,"I'm genuinely sorry to hear that you're dissatisfied with our service. I understand your frustration, and I want to assure you that your experience matters to us. Your feedback is valuable, and we'd like to know more about the specific issues you've encountered so we can address them promptly. Could you please share more details or any particular concerns you have? ", ,,,,,,,,,,,,,,,,
,Phone support,"Unfortunately, we are a small team and we don't offer call support in order to keep our prices down. However, I'd be more than happy to help you with any questions you have via email or this live chat. Our live chat is available 24/6 for your convenience!
Please let me know what questions you have, and I'll do my best to assist you.", ,,,,,,,,,,,,,,,,,,,,,,
,Working hours and weekend support,"Your personal growth assistant will review all the information you provided and get back to you as soon as possible. Please keep in mind that our team usually takes Sundays off, and since it is past our Saturday hours, you may not hear back until Monday. If you don't receive a response by late Monday, please hop on the live chat and let me know.","Please note that the system may take up to 12 hours to process subscriptions. If you do not gain access after this period, feel free to reach out to us via live chat, and we'll assist you promptly.","While Sunday is typically our universal rest day, we do work on Saturdays.", ,,,,,,,,,,,,,,,,,,,,
,Chat support,Our communication with clients primarily occurs through our messaging system on the dashboard. You can easily interact with your personal growth assistant by visiting https://assistant.ascendviral.com/messages. They will be able to assist you promptly and address any questions or issues you may have., ,,,,,,,,,,,,,,,,,,,,,,
,Growth assistants,"Regardless of our global offices, your personal growth assistant will log in using a VPN near your current location as closely as possible.","Your growth assistant typically works on your account between 10 PM and 8 AM CST. During this time, it's ideal if you can avoid using the Instagram app. However, apart from that timeframe, you are free to use the app as you wish.","For specific information about your account, it's best to consult your personal growth assistant, as they can provide a more detailed explanation based on your account's needs.","Most of our personal growth assistants are from Asia and North Africa. We use a VPN to log in to your account, ensuring that the location of logins reflects your general location.", ,,,,,,,,,,,,,,,,,,,
Security and privacy,"Keeping customer accounts active, private and secure","Engaging in follow-unfollow spam violates Instagram's Terms of Service. However, we do not engage in spamming. Instead, we effectively interact with your community in a meaningful way to attract more visitors to your profile. Ultimately, it is your profile and content that will convince users to hit that follow button and give them a reason to stay. :)","We carry out approximately 150-200 actions (follow/unfollow) every day. This number aligns with Instagram's maximum limit to avoid action blocks. As a result, we charge our clients on a monthly basis to ensure consistent growth.","No, our service is completely manual. We do not use bots or automation. Our team of growth assistants performs all the activities on real devices, ensuring compliance with Instagram's rules and guidelines.","As long as you adhere to Instagram's guidelines and avoid posting content that violates their policies, there is no need to worry about your account getting banned.","We prioritize compliance with Instagram's guidelines, and all our methods are designed to be 100% compliant.",Rest assured that there are no risks of your account getting flagged by Instagram when using our service.,"Our team of growth assistants are all in-house employees, and we have a strong track record of maintaining the security and integrity of our clients' accounts.","At Ascend Viral, we take pride in providing real growth without resorting to bots or automation. We have never had any account bans because we strictly adhere to Instagram's rules and guidelines. Our service is entirely manual, and you will be assigned a personal growth assistant who will engage with users interested in your niche on a dedicated device located near you, using a VPN for enhanced security.","We understand that finding a genuine Instagram growth service can be challenging, and we appreciate your due diligence in researching different options. To assist you in making an informed decision, we have published two articles on our website that discuss the truth about Instagram growth services and provide tips on selecting the right service for your needs. You can find the articles at the following links:
- The Truth About Instagram Growth Services: [https://ascendviral.com/the-sad-truth-about-99-of-instagram-growth-services/]
- How to Pick the Right Instagram Growth Service: [https://ascendviral.com/how-to-pick-the-right-instagram-growth-service/]
Additionally, we have a video comparing different growth services that you may find helpful: [https://youtu.be/Yx7EimOORao]","Rest assured, we prioritize the privacy and security of our clients' accounts. As a USA-based company, we have stringent measures in place to protect your information.","Yes, we do require a password. Most services that don't require a password usually send fake followers, and we focus on building authentic relationships through a manual follow/unfollow process.","Trust and integrity are the pillars of our business. We have been in this industry for a long time without any issues, and our commitment to maintaining your account's security remains unwavering.","Your privacy is of utmost importance to us. We do not access or interfere with your direct messages (DMs), respecting the confidentiality of your conversations.","We understand your concerns about sharing your password, but in order to provide our growth service, we do require access to your account.
Please be assured that we take the privacy and security of our clients very seriously. As a USA-based company, we adhere to strict security protocols and employ industry-standard encryption to safeguard your information.

We have a proven track record of maintaining the privacy and security of our clients' accounts without any incidents. Your trust and satisfaction are of utmost importance to us.

If you have any further questions or concerns, please don't hesitate to let us know. We're here to assist you.",We utilize the highest form of encryption during our processes to safeguard your data. Rest assured that your password and personal information will be handled with the utmost care and confidentiality., ,,,,,,,,
,2-factor authentication,"Once we log in, you can re-enable 2FA (Two-Factor Authentication). Make sure you share some back up codes with your assistant though!","You can securely share your 2FA codes with your personal growth assistant through the messages section on our platform: https://assistant.ascendviral.com/messages
To find your 2FA codes, follow these steps:
1. Open Instagram app.
2. Go to your profile. And tap on the 'Hamburger icon'.
3. Settings ? Accounts Center ? Password Security ? Two Factor Authentication ? username ? Additional Methods ? Backup Codes
4. Tap on ""Get New Codes"".", ,,,,,,,,,,,,,,,,,,,,,
,Whitelisting,"Your current following will also be added to the whitelist, ensuring that we do not interact with them.","We don't unfollow your current followings. We only unfollow who we specifically follow on your account.
Your current following will be added to a whitelist. You can always add more to that whitelist as we progress with your account growth.","Yes, we can whitelist old followers. Make sure to message your personal growth manager and he will take care of your requests.","We won’t unfollow users you have personally followed prior to signing up with Ascend Viral; however, if you decide to personally follow people during our service, you should add them to our whitelist so they don’t accidentally get unfollowed.
Similarly, if there are specific users who you don’t want us to follow, you should add them to the blacklist. 
You can do this in the Control tab [https://assistant.ascendviral.com/control].", ,,,,,,,,,,,,,,,,,,,
Automation and bots,Using bots,"No, our service is completely manual. We do not use bots or automation. Our team of growth assistants performs all the activities on real devices, ensuring compliance with Instagram's rules and guidelines.","Unfortunately, ghost followers are something beyond our control. Occasionally, users may follow your account who are bots or become inactive over time.","It is generally not recommended to use any kind of automation in conjunction with our service. Previous automation practices, such as auto-liking, can potentially hinder your results due to increased restrictions from Instagram.", ,,,,,,,,,,,,,,,,,,,,
,Automation or scripts for growth (to be removed),,,,,,,,,,,,,,,,,,,,,,,,
,Following too many users,"We carry out approximately 150-200 actions (follow/unfollow) every day. This number aligns with Instagram's maximum limit to avoid action blocks. As a result, we charge our clients on a monthly basis to ensure consistent growth.","You have the option to set a specific limit on the number of people you want to follow at any given time. We generally recommend keeping it between 2500-3500, as this allows us to create optimal activity levels and sustainable growth for your account.","We recommend keeping your following capped at 2,500 plus your initial following number (whitelist) to maintain optimal growth and account safety. If you’d like, you can request an unfollow session to remove everyone a few days before your subscription expires.", ,,,,,,,,,,,,,,,,,,,,
,Other growth methods (to be removed),,,,,,,,,,,,,,,,,,,,,,,,
Reviews and testimonals,---------------------------------------------------------------------------------------------------------,"We have testimonials from satisfied customers available on our website that you can refer to. However, we are unable to provide specific information about the accounts we are currently working on.","While we are unable to share specific client information due to privacy concerns, you can find testimonials from our satisfied customers on Trust Pilot. Here's a direct link: https://www.trustpilot.com/review/ascendviral.com","If you search for ""Ascend Viral reviews"" on Google, you should find numerous pages with reviews and feedback from our clients.","We understand your interest, but we are unable to share specific names or accounts of the people we work with. This is in line with our policy to respect the privacy and confidentiality of our clients.", ,,,,,,,,,,,,,,,,,,,
Technical support,Troubleshooting bugs,"Sometimes it may take up to 24 hours for accounts to appear in the dashboard, especially during weekends when the processing time may be longer. Once your account shows up in the dashboard, your growth assistant will reach out to you through our messaging platform at https://assistant.ascendviral.com/messages","Thank you for providing your feedback. We highly value it, and our team will investigate the matter thoroughly.","I have forwarded your request to the appropriate team, and we will respond to you within the next 24-48 hours.", ,,,,,,,,,,,,,,,,,,,,
,Developer issues,"I have forwarded your concern to our development team, and they will look into it soon!","I have escalated your ticket to our development team, and I've given it a high priority. They will work on resolving the issue as quickly as possible.
Rest assured that we are actively working on a solution, and I will personally notify you as soon as the issue is fixed.", ,,,,,,,,,,,,,,,,,,,,,
,Account bans / action blocks / issues,"Occasionally, Instagram adjusts its detection and restriction mechanisms for account activity. This is Instagram's way of telling you to ""cool down"" your account. Based on previous instances of account blocks, it is best to refrain from using the Instagram app until the block is lifted. Attempting to bypass the block could prolong the ""action blocked"" period. We will also run the account through a brief warm-up cycle as a precautionary measure.","We have temporarily paused all activity on our end. You should be able to tap on the ""Disagree with decision"" button, and then Instagram will prompt you to do a recaptcha. After completing the recaptcha, Instagram will ask you to verify your email and phone number. Once you have done that, you should regain access to your account.","It appears that Instagram has recently rolled out an update that has affected a small percentage of accounts, including some of our clients. This update has caused temporary suspensions and prompts for verification. It seems to have affected both accounts using a growth service and those that are not. Even Instagram's main account, @instagram, experienced a sudden drop in followers, which is unusual.",It appears that this suspension was a false flag and a temporary issue. We assure you that we prioritize the security of your account and would never engage in any activities that compromise your trust.,Rest assured that our methods are fully compliant with Instagram's terms of service. We log into your account using real devices and perform all activities manually.,We have never had an account suspended solely due to the activities we perform. Our methods are 100% compliant with Instagram's guidelines.,,,,,,,,,,,,,,,,,,
,Delayed response," We truly apologize for the delayed response. We've been experiencing higher than usual demand and it took us a bit longer to address all inquiries. Your patience is really appreciated, and I’ve made a note for your assistant to get back to you on priority as soon as they're online.","Sometimes it may take up to 48 hours for accounts to appear in the dashboard, especially during weekends when the processing time may be longer. Once your account shows up in the dashboard, your growth assistant will reach out to you through our messaging platform at app.ascendviral.com/messages.","I sincerely apologize for the delayed response. I was handling some technical issues earlier, which caused the delay. Thank you for your understanding, and I’m here to assist you with anything you need!","I apologize for the delayed response! We were on a day off yesterday, but I’m here now and ready to assist you with anything you need. Thank you for your patience!", ,,,,,,,,,,,,,,,,,,,
,Incorrect billing or charges,"Kindly note that it may take up to 12 hours for our payment processor to confirm your payment. If access is not granted within this timeframe, please reach out, and I’ll be happy to assist further.",Thank you for reaching out! I apologize for any confusion regarding the billing or charges. I’ll look into the issue and get back to you with a resolution as soon as possible. We appreciate your patience!,I’m sorry to hear about the billing issue you’ve encountered. Please give me a moment to check the details and I'll provide an update shortly. Thanks for your understanding!,I apologize for the inconvenience caused by the incorrect charges. I’ve forwarded your inquiry to the billing team and will have an update for you within 24-48 hours., ,,,,,,,,,,,,,,,,,,,
Agency and business management,Reseller or white-label options,"Right now, we're offering a reseller service. We offer a discount of $135 per month per Turbo account (opposed to our normal price of $199 per month).  We no longer offer a white label since we recently upgraded our analytics software.","If you'd like to join our agency program, the first step is to purchase an initial Turbo subscription. You can use my $20 off coupon code [coupon] to get the initial subscription at a discounted price.

When you're ready to add more accounts, just let us know how many you'd like to add, and we'd be happy to provide you with our agency discount code.", ,,,,,,,,,,,,,,,,,,,,,
,Reputation & AV details,"Our company is based in Omaha, Nebraska.","We are a US-based company, and most of our personal growth assistants are from Asia and North Africa. Our live chat is available 24 hours a day, Monday through Saturday.", ,,,,,,,,,,,,,,,,,,,,,
,Taxes / W9 form / NDAs,"When it comes to taxes, our service should be considered as a product expense rather than an independent contractor or individual labor-based service. It is similar to an internet subscription or a social media app subscription. We have not issued a W9 form in all the years we've been in business for any of our Instagram products or services. Typically, our service is treated as a regular business expense and can be written off accordingly.","We can create custom invoices for you! Just provide us with the details you'd like to include, and we'll be happy to generate the invoice accordingly.","Please note that U.S. companies do not have VAT IDs or numbers. Instead, they have TINs (Taxpayer Identification Numbers). As a service-based company, we do not collect tax information, in accordance with the United States tax code. If we sold physical products, we would provide a TIN, but it's not compulsory for us to share our tax information with clients for services.

Thank you for understanding!","Unfortunately, we do not sign NDAs as part of our standard operating procedures. Thank you for understanding!", ,,,,,,,,,,,,,,,,,,,
,Ebook - Guides and courses,"The two services are separate.

The course is a do-it-yourself program where you learn and implement the growth strategies yourself.
On the other hand, the growth service is a done-for-you service where our team takes care of the growth strategies and actions on your behalf.","I would highly recommend checking out our free Instagram course available at https://ascendviral.com/instagram-course/. It's a great resource to learn more about Instagram and its growth strategies.
If you're looking to dive deeper into Instagram growth, I recommend reading our comprehensive guide called ""Instagram Domination."" This guide covers everything you need to know about growing your Instagram presence effectively. You can access it at https://ascendviral.com/dominate/.
Both the course and the guide will provide you with valuable insights and strategies to enhance your Instagram growth.","Here's a detailed guide that'll help you get the latest version of the ebook.
https://www.ascendviral.com/ebook-update-tutorial/",Kindly check the update guide here: https://www.ascendviral.com/ebook-update-tutorial/, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
